,,,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
trpS,tRNA synthase,C down,0.07900449,0.094967943,0.070419509,0.063757688,0.066012636,0.084691761,0.076466428,0.064100759
tyrS,tRNA synthase,C down,0.099396741,0.089111771,0.094217701,0.111630679,0.09687441,0.122530132,0.117008109,0.118302489
hsdM,,C down,0.01029548,0.009623713,0.023148148,0.011238481,0.025290875,0.010373444,0.009934433,0.015632975
talB,,C down,0.219781863,0.196836375,0.234244165,0.238659544,0.202967903,0.24795001,0.210684653,0.170150928
tgt,,C down,0,0,0,0,0.010500893,0.010373444,0.009934433,0.00989903
thiB,,C down,0.04197676,0.042672115,0.041159302,0.046413456,0.055832196,0.066068959,0.043200431,0.059151244
thiC,,C down,0.120385121,0.100824116,0.11752836,0.13410764,0.142526165,0.137324639,0.152932857,0.157898609
thiD,,C down,0.03168128,0.032004086,0.029422718,0.011724992,0.030861773,0.03936969,0.04932188,0.059151244
thiE,,C down,0.052272241,0.05438446,0.053058398,0.06986344,0.056152648,0.07873938,0.075312195,0.080518164
thiF,,C down,0.068112881,0.080532374,0.064469961,0.082074943,0.071263083,0.072786999,0.088709327,0.096151139
thiG,,C down,0.115634801,0.113580777,0.094217701,0.106011438,0.112625748,0.122530132,0.130755525,0.122467574
thiH,,C down,0.01049419,0.009623713,0.011899096,0.012211503,0.015110434,0.023809524,0.011088666,0.01068346
thiI,,C down,0.01049419,0.009623713,0.011736585,0.011238481,0.020681333,0.011139103,0.032111765,0.03205038
thiM,,C down,0.01049419,0.011712345,0.011899096,0,0.010500893,0.011139103,0.022177332,0.02136692
trxA,nucleotide synthesis,C down,0.104941901,0.112536461,0.141001529,0.123842182,0.127095279,0.140387275,0.109732426,0.112568544
tig,,C down,0.602323027,0.556006684,0.63956262,0.657840184,0.634515036,0.73041395,0.578115145,0.594351604
tktA,,C down,0.120583831,0.240552806,0.156487798,0.145743427,0.118036421,0.103228117,0.180963655,0.249884663
tktB,,C down,0,0,0,0,0,0,0,0.00989903
tolB,,C down,0.083953521,0.087023139,0.070256998,0.099419175,0.115953482,0.103907331,0.077620662,0.084683249
tpiA,Glycolysis,C down,0.099595451,0.107724604,0.117365849,0.094286447,0.10705485,0.089112824,0.128096775,0.116733629
tpx,,C down,0.293638613,0.358535716,0.363834131,0.38595171,0.334672723,0.29403774,0.307019947,0.332999052
trmB,,C down,0.020590961,0.019247426,0.023148148,0.022476961,0.020040429,0.020746888,0.027144548,0.00989903
trpA,amino acid synthesis,C down,0.083953521,0.064008173,0.076694079,0.081588432,0.082084427,0.097362181,0.123129558,0.101885084
trpB,amino acid synthesis,C down,0.06890772,0.062963857,0.070744531,0.075969192,0.086693969,0.083160443,0.094830777,0.101100654
trpC,amino acid synthesis,C down,0.0106929,0.02342469,0.023798191,0.012211503,0.020360881,0.016325825,0.038233214,0.036999895
trpE,amino acid synthesis,C down,0.01049419,0.010668029,0.011736585,0.011724992,0.020360881,0.016325825,0.022177332,0.027100865
trpGD,,C down,0.02078967,0.020291742,0.023310659,0.029069224,0.030220869,0.016325825,0.037078981,0.049252215
tsaC,,C down,0.0106929,0.010668029,0.011736585,0.011724992,0.009859988,0.011139103,0.012242899,0.01068346
ttcA,,C down,0.01029548,0.011712345,0,0.011238481,0.009859988,0.010373444,0.012242899,0
tyrA,amino acid synthesis,C down,0.01584064,0,0.011736585,0.011238481,0.035471315,0.028230587,0.027144548,0.036215465
ubiD,,C down,0,0.015479885,0,0.011724992,0.01018044,0.010373444,0,0
ubiE,,C down,0.020590961,0.015479885,0.023310659,0.017344232,0.030220869,0.010373444,0.009934433,0.01979806
ubiG,,C down,0.01049419,0.011712345,0.011736585,0.012211503,0.01018044,0.011904762,0.022177332,0.01068346
upp,,C down,0.04732321,0.052295828,0.046783829,0.035174976,0.05058175,0.054929856,0.044354664,0.046898925
uup,,C down,0.020590961,0.009623713,0.011736585,0.012211503,0.015110434,0.023043865,0.019868865,0.00989903
uvrD,,C down,0.0106929,0,0.011899096,0.011238481,0.010500893,0.011904762,0.011088666,0.01068346
gpt,,C down,0.025937411,0.010668029,0.023310659,0.017344232,0.024970423,0.026699269,0.016055882,0.015632975
yajQ,,C down,0.104941901,0.104591656,0.11752836,0.116276896,0.10705485,0.131372258,0.124634075,0.106050169
ybaB,,C down,0.094050291,0.096012259,0.093892679,0.0642442,0.071583535,0.099486268,0.091368077,0.110999684
ybbN,,C down,0.067914171,0.059196317,0.058845435,0.065217222,0.066012636,0.066068959,0.077620662,0.059151244
ybcJ,,C down,0.01029548,0.009623713,0.011574074,0,0,0.020746888,0.009934433,0
ybhC,,C down,0,0,0,0,0.01018044,0.011139103,0.022177332,0.015632975
ybiC,,C down,0.125731571,0.119436949,0.117365849,0.105524927,0.127415731,0.101017585,0.120821092,0.091201624
ybiS,,C down,0.01584064,0.010668029,0.017686133,0.011238481,0.015430887,0.023043865,0.023331565,0.02136692
ycaC,,C down,0,0.010668029,0,0,0,0,0,0
ycaO,,C down,0.0106929,0.011712345,0.011574074,0,0.009859988,0,0.009934433,0.01979806
ycbL,,C down,0.0106929,0.02342469,0.023798191,0.012211503,0,0,0,0
yceD,,C down,0.01029548,0.010668029,0.011736585,0.011238481,0.015110434,0.011139103,0.009934433,0
yceI,,C down,0.01584064,0,0.023148148,0.011724992,0.019719976,0.016325825,0.016055882,0.015632975
ycfD,,C down,0.01584064,0.019247426,0.011736585,0.017344232,0.015110434,0.017091484,0.017210115,0.01146789
ycgL,,C down,0,0,0.011899096,0.012211503,0.010500893,0.011904762,0.009934433,0.015632975
ychF,,C down,0.094845131,0.086388547,0.070419509,0.070349951,0.112625748,0.106204307,0.112391176,0.128201519
yciK,,C down,0.01049419,0.010668029,0,0.011238481,0.009859988,0.011904762,0,0.00989903
yciT,,C down,0.02613612,0.025103598,0.035209755,0.022963472,0.020040429,0.038604031,0.022177332,0.036999895
ydcF,,C down,0.02078967,0.019247426,0.023148148,0.017344232,0.029579965,0.020746888,0.009934433,0.00989903
ydiJ,,C down,0.099794161,0.101868432,0.094542722,0.059597982,0.102445308,0.108501284,0.099797993,0.101100654
ydjA,,C down,0.047124501,0.032004086,0.041159302,0.040794216,0.035471315,0.03265165,0.039387447,0.03205038
yeaD,,C down,0.03682902,0.037860259,0.035372265,0.035661487,0.030861773,0.027464928,0.038233214,0.03126595
yeaG,,C down,0.0106929,0,0,0,0,0,0,0
yebC,,C down,0.01584064,0.011712345,0.011899096,0.023936495,0.01018044,0.023809524,0.022177332,0.026316435
yecJ,,C down,0.02098838,0.026147914,0.023635681,0.017344232,0.020360881,0.022278206,0.027144548,0.015632975
yedD,,C down,0.03148257,0.041627799,0.040996792,0.035174976,0.025611327,0.038604031,0.027144548,0.036999895
yegQ,,C down,0.01029548,0,0,0,0.010500893,0,0.009934433,0.015632975
yfbT,,C down,0.01049419,0.011712345,0,0,0,0,0,0.01146789
yfcD,,C down,0.03168128,0.021336058,0.023635681,0.023449984,0.01018044,0.028230587,0.025990315,0.026316435
yfcL,,C down,0,0.009623713,0,0.017344232,0,0.020746888,0.016055882,0.015632975
yfdI,,C down,0.01049419,0.011712345,0.011899096,0.012211503,0.010500893,0.010373444,0.009934433,0.01979806
yfeX,,C down,0.041181921,0.015479885,0.023148148,0.011238481,0.019719976,0.011139103,0.019868865,0.00989903
yfeY,,C down,0,0.011712345,0,0,0,0,0,0
yfgM,,C down,0.03148257,0.052295828,0.046946339,0.041767239,0.025611327,0.044556412,0.062719012,0.05420173
ygaU,,C down,0.0106929,0.009623713,0,0,0,0,0,0
yggE,,C down,0.0106929,0.011712345,0,0,0.009859988,0,0,0
yggL,,C down,0.01049419,0,0,0.012211503,0.010500893,0,0,0
yggS,,C down,0.0213858,0.02342469,0.011899096,0.017830744,0.020360881,0.022278206,0.029803298,0.02136692
ygiW,,C down,0,0,0,0,0,0,0,0
yhfA,,C down,0,0.009623713,0,0.012211503,0,0,0.009934433,0
yhgF,,C down,0.01584064,0.016524201,0.011736585,0.012211503,0.020040429,0.022278206,0.027144548,0.035431035
yhjH,,C down,0.02078967,0.026147914,0.035209755,0.011724992,0.020040429,0.011139103,0.016055882,0.00989903
yibN,,C down,0.04197676,0.052295828,0.046946339,0.046899968,0.050902202,0.050508793,0.05544333,0.059151244
yicH,,C down,0,0.009623713,0,0,0,0,0,0.01146789
yidA,,C down,0.01029548,0.015479885,0,0.017344232,0.015110434,0.028230587,0.028298781,0.027885295
yidC,,C down,0.02078967,0.026147914,0.023310659,0.035174976,0.030861773,0.033417309,0.061564779,0.04194941
yieF,,C down,0.0106929,0.011712345,0,0.012211503,0,0,0,0
yihD,,C down,0.04732321,0.043716431,0.035372265,0.029555735,0.03611222,0.038604031,0.04932188,0.05420173
yihI,,C down,0.01049419,0.009623713,0.011736585,0.011238481,0,0.010373444,0.011088666,0.015632975
yjcD,,C down,0.01029548,0,0.011574074,0.022476961,0.01018044,0.010373444,0.009934433,0.01068346
yjhC,,C down,0.01049419,0.010668029,0.011899096,0.012211503,0.01018044,0.011139103,0,0.00989903
yjiA,,C down,0.01584064,0.009623713,0.011574074,0.011238481,0.019719976,0.011904762,0,0.01068346
yjjK,,C down,0.073658041,0.046439656,0.052570866,0.058624959,0.091944416,0.071255681,0.070344979,0.096151139
yniC,,C down,0.01029548,0,0,0,0.009859988,0,0,0
yoaB,,C down,0.03148257,0.03095977,0.02347317,0.029069224,0.035791767,0.021512547,0.021023099,0.02058249
yqgE,,C down,0,0.011712345,0,0,0.010500893,0.011139103,0.011088666,0.01068346
yqhD,,C down,0.04752192,0.040583483,0.040996792,0.040307705,0.025611327,0.026699269,0.019868865,0.026316435
yqjI,,C down,0,0,0,0,0,0.010373444,0,0
ytfP,,C down,0,0,0,0,0.009859988,0,0,0
zapA,,C down,0.01049419,0.019247426,0.011736585,0.011724992,0.01018044,0.011139103,0.011088666,0.01068346
