gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP,manual1,manual2,COG_functionname_curated
insC-2,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insC-3,rca-sector,CP4-44 prophage; IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insC-4,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insC-5,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insC-6,rca-sector,KpLE2 phage-like element; IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insCD-1,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insCD-2,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insCD-3,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insCD-4,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insCD-5,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insCD-6,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no,,,notdefined
insD,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
insD-1,rca-sector,IS2 element protein,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no,,,"Mobilome: prophages, transposons"
insE-1,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insE-2,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insE-3,rca-sector,DLP12 prophage; IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insE-4,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insE-5,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insEF-1,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no,,,notdefined
insEF-2,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no,,,notdefined
insEF-3,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no,,,notdefined
insEF-4,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no,,,notdefined
insEF-5,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no,,,notdefined
insF-1,rca-sector,IS3 element protein InsF,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no,,,"Mobilome: prophages, transposons"
insG,s-sector,KpLE2 phage-like element; IS<i>4</i> putative transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no,,,"Mobilome: prophages, transposons"
insH-1,rca-sector,CP4-6 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-10,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-11,r-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-2,rca-sector,DLP12 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-3,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-4,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-5,a-sector,Rac prophage; IS5 transposase and trans-activator,,,,CP,,notdefined,notdefined,,no,,,notdefined
insH-6,rca-sector,CP4-44 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-7,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-8,r-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insH-9,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no,,,"Mobilome: prophages, transposons"
insI-1,s-sector,IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no,,,"Mobilome: prophages, transposons"
insI-2,rca-sector,IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no,,,"Mobilome: prophages, transposons"
insI-3,rca-sector,KpLE2 phage-like element; IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no,,,"Mobilome: prophages, transposons"
insJ,rca-sector,insertion element IS150 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no,,,"Mobilome: prophages, transposons"
insJK,rca-sector,IS150 protein InsAB,,,,CP,,notdefined,notdefined,,no,,,notdefined
insK,rca-sector,IS150 conserved protein InsB,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no,,,"Mobilome: prophages, transposons"
insL-1,rca-sector,IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no,,,"Mobilome: prophages, transposons"
insL-2,rca-sector,IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no,,,"Mobilome: prophages, transposons"
insL-3,rca-sector,putative IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no,,,"Mobilome: prophages, transposons"
insN-1,a-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
insN-2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
insO-1,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
insO-2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
intA,a-sector,CP4-57 prophage; integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intB,rca-sector,KpLE2 phage-like element; putative integrase,,,,CP,,notdefined,notdefined,,no,,,notdefined
intD,rca-sector,DLP12 prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intE,s-sector,e14 prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intF,rca-sector,CP4-6 prophage; putative phage integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intG,c-sector,putative defective phage integrase,,,,CP,,notdefined,notdefined,,no,,,notdefined
intQ,rca-sector,Qin prophage; putative defective integrase,,,,CP,,notdefined,notdefined,,no,,,notdefined
intR,c-sector,Rac prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intS,r-sector,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
intZ,rca-sector,CPZ-55 prophage; putative phage integrase IntZ,,,,CP,,notdefined,LX,COG0582,no,,,notdefined
iraD,a-sector,"anti-adaptor protein IraD, inhibitor of &sigma;<sup>S</sup> proteolysis",,,,CP,,"Intracellular trafficking, secretion, and vesicular transport",U,COG3518,no,,,"Intracellular trafficking, secretion, and vesicular transport"
iraM,a-sector,"anti-adaptor protein IraM, inhibitor of &sigma;<sup>S</sup> proteolysis",,,,CP,,notdefined,notdefined,,no,,,notdefined
iraP,rca-sector,anti-adaptor protein for &sigma;<sup>S</sup> stabilization,,,,CP,,notdefined,notdefined,,no,,,notdefined
iroK,rca-sector,protein IroK,,,,CP,,notdefined,notdefined,,no,,,notdefined
iscA,rc-sector,iron-sulfur cluster insertion protein IscA,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0316,no,,,"Posttranslational modification, protein turnover, chaperones"
iscR,rc-sector,DNA-binding transcriptional dual regulator IscR,,,,CP,,Transcription,K,COG1959,no,,,Transcription
iscS,rc-sector,cysteine desulfurase,,,,CP,,Amino acid transport and metabolism,E,COG1104,no,,,Amino acid transport and metabolism
iscU,rc-sector,scaffold protein for iron-sulfur cluster assembly,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0822,no,,,"Posttranslational modification, protein turnover, chaperones"
iscX,r-sector,accessory iron-sulfur cluster assembly protein IscX,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG2975,no,,,"Posttranslational modification, protein turnover, chaperones"
ispA,rca-sector,geranyl diphosphate/farnesyl diphosphate synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0142,no,,,Coenzyme transport and metabolism
ispB,a-sector,<i>all-trans</i>-octaprenyl-diphosphate synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0142,no,,,Coenzyme transport and metabolism
ispD,ra-sector,2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,CP,,Lipid transport and metabolism,I,COG1211,no,,,Lipid transport and metabolism
ispE,rca-sector,4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase,,,,CP,,Lipid transport and metabolism,I,COG1947,no,,,Lipid transport and metabolism
ispF,ra-sector,"2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,CP,,Lipid transport and metabolism,I,COG0245,no,,,Lipid transport and metabolism
ispG,ra-sector,(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),,,,CP,,Lipid transport and metabolism,I,COG0821,no,,,Lipid transport and metabolism
ispH,ra-sector,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,,,,CP,,Lipid transport and metabolism,I,COG0761,no,,,Lipid transport and metabolism
ispU,rca-sector,,,,,CP,,Lipid transport and metabolism,I,COG0020,no,,,Lipid transport and metabolism
ivbL,rca-sector,<i>ilvBN</i> operon leader peptide,,,,CP,,notdefined,notdefined,,yes,,,notdefined
ivy,a-sector,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",,,,PE,other,notdefined,notdefined,,no,,,notdefined
katE,s-sector,catalase HPII,,,,CP,,Inorganic ion transport and metabolism,P,COG0753,no,,,Inorganic ion transport and metabolism
katG,s-sector,catalase/hydroperoxidase HPI,,,,CP,,Inorganic ion transport and metabolism,P,COG0376,no,,,Inorganic ion transport and metabolism
kbaY,rca-sector,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY",,,,CP,,Carbohydrate transport and metabolism,G,COG0191,no,,,Carbohydrate transport and metabolism
kbaZ,s-sector,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ",,,,CP,,Carbohydrate transport and metabolism,G,COG4573,yes,,,Carbohydrate transport and metabolism
kbl,rca-sector,2-amino-3-ketobutyrate CoA ligase,,,,CP,,Coenzyme transport and metabolism,H,COG0156,no,,,Coenzyme transport and metabolism
kch,a-sector,K<sup>+</sup> channel Kch,,,,IM,other,Inorganic ion transport and metabolism,P,COG1226,no,,,Inorganic ion transport and metabolism
kdgK,a-sector,2-dehydro-3-deoxygluconokinase,,,,CP,,Carbohydrate transport and metabolism,G,COG0524,no,,,Carbohydrate transport and metabolism
kdgR,s-sector,DNA-binding transcriptional repressor KdgR,,,,CP,,Transcription,K,COG1414,no,,,Transcription
kdgT,rca-sector,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,,,,IM,transporter,notdefined,notdefined,,yes,,,notdefined
kdpA,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpA,,,,IM,other,Inorganic ion transport and metabolism,P,COG2060,no,,,Inorganic ion transport and metabolism
kdpB,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpB,,,,IM,other,Inorganic ion transport and metabolism,P,COG2216,no,,,Inorganic ion transport and metabolism
kdpC,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpC,,,,IM,other,Inorganic ion transport and metabolism,P,COG2156,no,,,Inorganic ion transport and metabolism
kdpD,rca-sector,sensory histidine kinase KdpD,,,,IM,other,Signal transduction mechanisms,T,COG2205,no,,,Signal transduction mechanisms
kdpE,rca-sector,"KdpE-Phosphorylated // ""DNA-binding transcriptional activator KdpE""",,,,CP,,notdefined,TK,COG0745,yes,,,notdefined
kdpF,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpF,,,,CP,,notdefined,notdefined,,no,,,notdefined
kdsA,a-sector,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG2877,no,,,Cell wall/membrane/envelope biogenesis
kdsB,a-sector,3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG1212,no,,,Cell wall/membrane/envelope biogenesis
kdsC,rca-sector,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC,,,,CP,,notdefined,MR,COG1778,no,,,notdefined
kdsD,ra-sector,D-arabinose 5-phosphate isomerase KdsD,,,,CP,,Signal transduction mechanisms,T,COG0517,no,,,Signal transduction mechanisms
kduD,rca-sector,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,,,,CP,,notdefined,IQR,COG1028,no,,,notdefined
kduI,s-sector,5-dehydro-4-deoxy-D-glucuronate isomerase,,,,CP,,Carbohydrate transport and metabolism,G,COG3717,no,,,Carbohydrate transport and metabolism
kefB,rca-sector,KEFB-MONOMER,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0475,no,,,Inorganic ion transport and metabolism
kefC,s-sector,K<sup>+</sup> : H<sup>+</sup> antiporter KefC,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0475,no,,,Inorganic ion transport and metabolism
kefF,s-sector,regulator of KefC-mediated potassium transport and quinone oxidoreductase,,,,CP,,General function prediction only,R,COG2249,no,,,General function prediction only
kefG,rca-sector,protein required for KefB activity,,,,CP,,General function prediction only,R,COG2249,no,,,General function prediction only
kgtP,rca-sector,&alpha;-ketoglutarate:H<sup>+</sup> symporter,,,,IM,transporter,notdefined,GEPR,COG0477,no,,,notdefined
kilR,s-sector,Rac prophage; inhibitor of FtsZ,,,,CP,,notdefined,notdefined,,no,,,notdefined
kptA,s-sector,RNA 2'-phosphotransferase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1859,no,,,"Translation, ribosomal structure and biogenesis"
kup,a-sector,K<sup>+</sup>:H<sup>+</sup> symporter Kup,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG3158,no,,,Inorganic ion transport and metabolism
lacA,rca-sector,galactoside <i>O</i>-acetyltransferase,,,,CP,,General function prediction only,R,COG0110,no,,,General function prediction only
lacI,rca-sector,DNA-binding transcriptional repressor LacI,,,,CP,,Transcription,K,COG1609,no,,,Transcription
lacY,rca-sector,lactose permease,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG2223,no,,,Inorganic ion transport and metabolism
lacZ,s-sector,&beta;-galactosidase,,,,CP,,Carbohydrate transport and metabolism,G,COG3250,yes,,,Carbohydrate transport and metabolism
lafU,ra-sector,"flagellar system protein, promoterless fragment",,,,CP,,notdefined,notdefined,,no,,,notdefined
lamB,s-sector,maltose outer membrane channel / phage lambda receptor protein,maltose uptake,carbon uptake,transport,OM,transporter,Carbohydrate transport and metabolism,G,COG4580,no,,,Carbohydrate transport and metabolism
lapA,rca-sector,lipopolysaccharide assembly protein A,,,,IM,membrane protein,Function unknown,S,COG3771,yes,,,Function unknown
lapB,rca-sector,lipopolysaccharide assembly protein B,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG2956,no,,,Cell wall/membrane/envelope biogenesis
ldcA,s-sector,"murein L,D-carboxypeptidase",,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG1619,no,,,Cell wall/membrane/envelope biogenesis
ldcC,rca-sector,lysine decarboxylase 2,,,,CP,,Amino acid transport and metabolism,E,COG1982,no,,,Amino acid transport and metabolism
ldhA,ra-sector,D-lactate dehydrogenase,,,,CP,,notdefined,CHR,COG1052,no,,,notdefined
ldrA,s-sector,small toxic polypeptide LdrA,,,,CP,,notdefined,notdefined,,no,,,notdefined
ldrB,rca-sector,small toxic polypeptide LdrB,,,,CP,,notdefined,notdefined,,no,,,notdefined
ldrC,rca-sector,small toxic polypeptide LdrC,,,,CP,,notdefined,notdefined,,no,,,notdefined
ldrD,s-sector,small toxic polypeptide LdrD,,,,CP,,notdefined,notdefined,,no,,,notdefined
ldtA,rca-sector,"L,D-transpeptidase LdtA",,,,PE,other,Cell wall/membrane/envelope biogenesis,M,COG1376,no,,,Cell wall/membrane/envelope biogenesis
ldtB,ra-sector,"L,D-transpeptidase LdtB",,,,PE,other,Cell wall/membrane/envelope biogenesis,M,COG1376,no,,,Cell wall/membrane/envelope biogenesis
ldtC,a-sector,"L,D-transpeptidase LdtC",,,,PE,other,Cell wall/membrane/envelope biogenesis,M,COG1376,no,,,Cell wall/membrane/envelope biogenesis
ldtD,a-sector,"L,D-transpeptidase LdtD",,,,MR,other,Cell wall/membrane/envelope biogenesis,M,COG2989,no,,,Cell wall/membrane/envelope biogenesis
ldtE,rca-sector,"L,D-transpeptidase LdtE",,,,PE,other,Cell wall/membrane/envelope biogenesis,M,COG1376,no,,,Cell wall/membrane/envelope biogenesis
